335c4295,29.529,-98.4727,0,0,1703413246,132
335c4295,29.529,-98.4727,0,0,1703413246,132
335c4295,29.529,-98.4727,0,0,1703413246,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.529,-98.4727,0,0,1703413250,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
335c4295,29.5291,-98.4726,0,0,1703413507,132
